,Ki,P1_init,P2_init,P3_init,P4_init,P5_init,k1,k2,k3,k4,k6,k7,k8_FA,k8_FA_coA,k9,k10,k11,k12,k13,k14,k19,k20,k21,k22,k23,Tox_coA,unreg,reg
339,3.44E-002,4.16E+003,2.06E+001,1.83E+002,8.38E+001,7.09E+001,2.91E+001,3.23E-003,5.43E-003,1.26E+002,1.46E+000,5.44E-001,1.66E-006,1.62E-009,2.66E+001,5.35E-002,7.79E+001,6.41E-002,7.23E+001,5.68E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.46E+006,3.38E+003,3.31E+001
340,7.15E-002,6.97E+003,1.66E+002,1.59E+002,1.60E+002,1.17E+002,7.78E+001,1.05E-003,5.08E-004,7.27E+002,1.61E+000,3.11E-001,5.60E-006,5.93E-009,1.71E+001,8.44E-002,4.29E+001,5.23E-003,5.67E+001,1.17E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.27E+006,4.24E+004,2.63E+001
341,1.46E-001,1.18E+004,9.67E+001,5.30E+001,1.14E+001,1.56E+002,8.09E+001,5.35E-003,2.85E-003,4.36E+002,1.70E+000,4.94E-001,2.90E-006,1.36E-009,1.05E+001,4.67E-002,3.69E+001,5.25E-002,8.60E+000,1.02E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.40E+007,1.23E+005,4.06E+001
342,1.94E-002,1.15E+004,2.95E+000,8.66E+001,5.40E+001,1.53E+002,8.67E+001,3.55E-003,4.37E-003,8.90E+002,1.06E+000,8.87E-001,2.92E-006,7.21E-009,1.67E+000,8.42E-002,6.36E+001,5.17E-002,5.16E+001,8.43E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.40E+007,1.42E+004,2.26E+003
343,1.56E-001,6.72E+003,1.57E+001,1.68E+002,1.43E+002,9.84E+001,4.62E+001,4.17E-003,4.21E-003,5.10E+001,2.36E-001,1.07E+000,3.44E-007,7.54E-009,2.63E+001,1.02E-001,6.72E+001,6.23E-003,8.17E+001,2.89E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.96E+006,1.83E+005,9.04E+001
344,1.55E-001,1.13E+004,6.76E+001,6.76E+001,1.01E+001,9.85E+001,1.19E+001,2.35E-003,3.53E-003,7.23E+002,1.17E+000,7.43E-001,4.48E-006,5.78E-009,2.87E+000,3.92E-002,1.84E+001,4.77E-002,5.46E+001,1.94E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.99E+006,3.39E+004,3.62E+004
345,2.33E-002,1.46E+004,1.45E+002,1.12E+002,1.63E+002,1.59E+002,6.17E+001,4.31E-003,2.94E-003,8.54E+002,1.24E+000,7.19E-001,1.05E-006,8.51E-009,2.95E+001,4.45E-002,1.28E+000,5.14E-003,4.00E+001,6.10E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.47E+007,4.64E+003,1.20E+000
346,2.99E-002,1.71E+004,1.36E+001,1.91E+002,9.12E+001,1.43E+002,5.68E+001,4.38E-003,2.96E-003,1.64E+002,4.55E-001,1.03E+000,6.21E-006,4.74E-009,8.40E+000,1.02E-002,5.28E+001,4.40E-003,2.74E+000,1.22E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.67E+006,2.89E+004,1.86E-001
347,5.49E-002,8.30E+003,6.82E+001,3.27E+001,5.50E+001,1.78E+002,6.12E+001,5.67E-003,3.04E-003,1.34E+002,1.05E+000,1.64E+000,6.92E-006,3.21E-009,2.92E+001,5.91E-002,7.09E+001,1.13E-001,1.48E+001,9.63E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.35E+006,1.09E+005,1.37E+002
348,6.11E-002,8.76E+003,1.55E+002,1.13E+002,4.62E+001,1.41E+002,8.80E+001,5.09E-003,5.87E-003,8.68E+002,1.44E+000,1.08E+000,2.33E-006,5.97E-010,2.97E+001,5.42E-002,1.98E+001,1.23E-001,4.73E+001,4.78E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.07E+006,1.10E+005,1.02E+005
349,9.33E-002,2.26E+003,9.13E+001,1.09E+000,1.88E+002,9.93E+001,1.21E+002,7.25E-004,6.61E-003,3.24E+002,1.44E+000,7.26E-001,8.95E-006,3.04E-010,4.89E+000,1.29E-001,6.98E+001,5.59E-002,3.98E+001,1.21E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.49E+006,4.15E+005,4.13E+005
350,9.83E-003,1.82E+004,6.46E+001,1.53E+002,4.26E+001,1.93E+002,1.25E+002,5.13E-003,5.09E-003,3.65E+002,1.39E-001,1.38E+000,8.38E-006,2.85E-009,3.03E+001,1.04E-001,7.47E+001,9.35E-002,1.48E+001,4.60E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.85E+006,3.56E+001,2.63E-001
351,8.61E-002,1.37E+004,1.93E+002,6.11E+001,2.97E+001,1.52E+002,1.86E+002,3.35E-003,3.16E-003,2.61E+002,6.04E-002,4.09E-001,6.53E-006,8.33E-009,2.68E+001,1.78E-002,5.60E+001,4.82E-002,8.71E+001,1.06E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.64E+007,1.37E+002,4.07E-001
352,1.02E-001,1.77E+004,1.32E+002,1.63E+002,1.67E+001,1.05E+002,1.84E+002,8.14E-004,1.48E-003,7.95E+002,3.25E-001,1.49E+000,1.10E-006,3.81E-009,3.07E+001,1.21E-001,8.22E+001,7.52E-002,2.41E+001,8.14E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.60E+005,4.40E+005,4.25E+005
353,9.33E-002,1.12E+004,8.50E+001,1.27E+002,1.16E+002,2.88E+001,9.69E+001,1.61E-003,1.59E-003,3.43E+002,6.23E-001,1.62E+000,1.23E-007,5.39E-009,2.62E+001,9.69E-002,7.33E+001,9.26E-002,6.77E+001,1.05E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.96E+006,1.28E+005,2.12E+004
354,1.39E-001,1.57E+004,1.58E+002,1.77E+002,8.16E+001,1.30E+001,1.97E+002,3.11E-003,4.20E-003,9.19E+001,1.69E+000,9.88E-001,1.55E-006,7.95E-009,2.53E+001,1.25E-001,3.86E+001,5.58E-002,4.35E+001,2.59E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.88E+006,4.40E+001,2.84E+001
355,1.18E-001,4.45E+003,7.94E+001,4.07E+001,1.05E+002,7.44E+001,1.52E+002,5.58E-003,3.62E-003,6.78E+002,7.44E-001,2.34E-001,6.58E-007,6.70E-009,2.76E+001,4.09E-002,4.02E+001,5.66E-003,3.46E+001,2.83E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.95E+006,3.45E+005,4.54E+001
356,1.78E-002,7.77E+003,1.47E+002,6.17E+001,6.38E+001,6.33E+001,2.13E+001,3.67E-003,2.85E-003,1.75E+002,9.55E-001,1.09E+000,3.06E-006,5.64E-009,3.34E+001,7.53E-002,7.74E+001,5.74E-002,4.61E+001,6.31E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.97E+006,6.77E+003,1.80E+001
357,6.92E-002,3.64E+003,4.14E+001,1.60E+002,1.91E+002,2.90E+001,2.99E+001,2.58E-003,5.63E-003,1.12E+001,1.29E-001,1.33E+000,4.58E-007,5.92E-010,1.94E+001,7.41E-002,7.57E+001,9.68E-003,1.07E+001,1.63E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.84E+006,1.90E+002,2.60E+000
358,1.59E-001,2.11E+003,1.79E+002,6.57E+001,1.22E+002,1.75E+002,7.43E+001,3.30E-003,6.34E-003,6.54E+002,5.88E-002,4.57E-001,8.33E-006,8.11E-009,2.12E+001,9.83E-002,4.22E+001,8.19E-002,5.71E+001,9.16E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.71E+007,1.79E+005,1.93E+005
359,6.09E-002,5.50E+003,7.02E+001,1.15E+002,1.41E+002,1.98E+002,3.67E+001,5.25E-003,2.50E-003,7.95E+002,7.78E-001,3.92E-002,4.57E-006,5.98E-010,2.11E+001,4.63E-003,6.46E+001,2.75E-002,2.42E+001,1.19E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.05E+006,2.67E+004,1.84E+002
360,3.86E-002,2.00E+004,5.80E+001,1.62E+002,3.30E+001,1.56E+002,7.58E+001,4.89E-003,6.10E-003,5.14E+002,5.75E-001,4.09E-001,5.77E-006,3.82E-009,3.60E+001,1.24E-001,7.80E+001,4.71E-002,7.50E+001,3.89E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.21E+007,2.06E+004,2.49E+002
361,1.70E-001,1.40E+004,1.87E+002,7.63E+001,1.61E+002,1.95E+002,1.82E+002,4.75E-003,2.27E-003,8.31E+002,3.25E-001,3.12E-001,4.62E-007,4.07E-009,1.73E+001,1.22E-001,3.97E+001,2.78E-002,8.99E+001,1.20E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.11E+006,3.53E+005,2.49E+005
362,1.69E-001,1.49E+004,9.14E+001,1.79E+002,7.70E+000,1.34E+002,1.41E+002,3.63E-003,2.67E-004,8.35E+002,3.47E-001,1.45E+000,6.53E-006,3.41E-009,9.42E+000,1.18E-001,7.87E+001,4.87E-002,3.07E+001,8.25E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.30E+007,3.60E+001,2.80E+000
363,9.94E-003,1.36E+003,4.16E+001,1.02E+002,4.61E+001,1.83E+002,2.07E+001,1.86E-003,7.53E-004,1.60E+002,5.16E-001,1.50E+000,3.77E-006,3.58E-009,1.82E+000,1.25E-001,6.33E+001,1.26E-002,6.12E+001,1.63E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.40E+005,1.15E+004,9.36E+003
364,5.56E-002,5.86E+003,1.73E+002,1.18E+002,9.27E+001,1.80E+002,9.06E+001,5.68E-003,2.14E-003,4.33E+002,2.23E-001,1.66E+000,4.44E-006,9.05E-009,1.93E+001,9.68E-002,2.25E+001,8.31E-002,1.41E+001,6.71E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.62E+006,4.12E+003,1.70E+001
365,5.16E-003,1.86E+004,3.85E+001,8.97E+000,1.07E+002,8.67E+001,1.09E+001,2.21E-003,7.41E-004,2.34E+002,1.03E-001,6.13E-001,8.53E-006,3.25E-009,2.30E+001,1.28E-001,5.97E+001,3.87E-002,3.70E+001,1.12E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.47E+006,1.38E+003,4.84E-001
366,4.48E-002,6.79E+002,1.95E+002,2.80E+001,1.87E+002,6.44E+001,5.35E+001,2.67E-003,2.11E-003,3.07E+002,4.35E-001,1.32E+000,2.39E-006,7.33E-009,5.07E+000,8.33E-002,7.28E+001,1.23E-001,6.51E+001,1.24E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.67E+007,1.04E+003,4.72E+001
367,1.08E-001,9.24E+003,6.00E+001,9.24E+001,1.36E+002,1.77E+001,8.47E+001,5.40E-004,6.83E-003,2.48E+002,1.41E+000,8.64E-001,1.77E-006,7.07E-009,2.29E+001,2.18E-002,5.59E+001,6.70E-002,9.26E+001,5.96E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.22E+006,1.40E+006,1.60E+006
368,1.05E-001,1.03E+004,1.87E+002,8.75E+001,1.39E+002,1.91E+002,1.63E+001,4.65E-003,3.22E-003,1.02E+001,1.35E+000,1.59E-001,3.14E-006,2.26E-009,3.47E+001,1.18E-001,5.73E+001,4.29E-002,3.25E+001,1.29E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.45E+005,8.30E+003,1.38E+003
369,1.67E-001,1.67E+004,1.37E+002,1.82E+002,2.40E+001,1.52E+002,8.26E+001,5.17E-003,4.61E-003,1.43E+002,1.89E-001,1.41E+000,7.86E-006,6.55E-010,1.38E+001,1.00E-001,7.24E+001,1.08E-003,8.29E+001,5.06E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.08E+006,5.95E+005,5.11E+001
370,7.49E-004,7.38E+003,1.37E+002,1.45E+002,1.93E+002,1.85E+002,1.22E+002,2.87E-003,1.24E-003,9.00E+002,4.92E-002,1.99E-001,4.00E-006,8.26E-009,1.85E+001,1.04E-001,8.30E+001,8.17E-002,4.01E+001,2.04E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.38E+006,1.45E+000,1.07E-001
371,6.92E-002,1.13E+004,1.92E+001,5.64E+001,1.32E+002,2.00E+002,1.96E+002,3.78E-003,4.05E-003,7.96E+002,1.33E+000,1.26E+000,7.85E-006,3.67E-009,2.81E+001,1.13E-001,8.48E+001,2.02E-002,6.20E+001,4.96E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.06E+007,1.16E+005,7.69E+004
372,1.05E-001,4.28E+003,9.69E+000,4.27E+001,3.12E+001,6.04E+001,1.49E+002,1.35E-003,2.49E-003,1.28E+002,1.48E+000,7.39E-002,8.89E-006,6.54E-010,7.34E+000,3.75E-002,5.24E+001,6.33E-002,5.82E+001,1.45E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.63E+006,2.04E+004,3.40E+005
373,1.31E-001,1.70E+004,5.88E+001,1.30E+002,7.79E+001,1.32E+002,7.13E+001,1.20E-003,4.47E-003,4.81E+002,1.30E+000,1.54E+000,3.36E-007,6.76E-009,6.95E+000,7.36E-002,4.55E+001,9.43E-002,5.61E+001,8.63E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.90E+007,1.45E+005,1.56E+005
374,3.68E-002,1.78E+004,5.11E+001,3.62E+000,2.07E+001,1.17E+002,1.35E+002,8.78E-005,5.26E-004,2.22E+002,1.71E+000,1.36E+000,3.72E-007,2.13E-009,3.37E+001,2.50E-002,6.05E+001,3.30E-002,8.74E+001,1.18E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.60E+005,1.31E+005,1.41E+005
375,1.47E-002,1.89E+003,1.09E+002,1.63E+002,4.83E+001,1.42E+002,1.41E+002,1.64E-003,4.42E-003,1.71E+002,8.47E-001,2.83E-001,1.17E-006,7.98E-009,3.61E+001,1.01E-001,5.72E+001,7.33E-002,3.69E-001,7.52E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.22E+006,2.94E+001,4.04E-001
376,6.21E-002,1.54E+003,7.83E+001,1.36E+002,1.60E+002,1.70E+002,1.28E+002,3.64E-003,6.13E-003,3.85E+002,1.74E-001,8.74E-001,2.28E-006,8.74E-009,2.36E+001,5.86E-002,8.81E+001,3.97E-002,4.66E+001,6.89E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.38E+007,7.60E+004,1.35E+001
377,1.68E-001,1.84E+004,1.40E+002,2.47E+001,5.30E+001,6.75E+001,1.39E+002,4.94E-003,3.40E-003,8.87E+002,1.73E+000,6.11E-001,1.58E-006,7.72E-009,3.03E+001,2.71E-003,7.00E+001,9.58E-002,4.61E+001,1.81E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.02E+006,6.83E+005,1.76E+005
378,5.10E-002,1.95E+004,1.51E+002,3.88E+001,1.16E+001,1.35E+002,1.01E+002,4.53E-003,2.07E-003,6.30E+001,8.07E-001,2.03E-001,4.83E-006,5.72E-009,1.59E+001,1.25E-001,5.46E+001,3.62E-002,6.00E+001,6.90E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.92E+006,2.23E+002,2.27E+001
379,4.50E-002,1.95E+004,9.39E+001,1.18E+002,4.98E+001,8.29E+001,1.41E+002,3.41E-003,6.04E-004,8.69E+001,3.97E-001,1.35E+000,1.48E-006,1.09E-009,2.70E+001,8.17E-002,8.02E+001,1.24E-001,8.91E+001,4.59E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.13E+006,4.03E+000,1.46E+000
380,7.38E-002,9.56E+003,9.90E+001,6.21E+001,1.62E+002,1.15E+002,1.98E+001,5.55E-003,4.62E-003,5.07E+002,2.67E-001,1.00E+000,1.07E-006,8.52E-009,3.59E+001,1.29E-001,7.73E+001,6.84E-002,9.02E+001,8.95E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.27E+006,4.29E+004,4.68E+004
381,6.22E-002,1.77E+004,1.87E+002,9.49E+001,3.08E+001,6.12E+001,1.04E+002,3.40E-003,1.88E-003,7.57E+002,1.45E-002,8.24E-001,3.13E-006,5.34E-009,3.24E+001,7.32E-003,6.28E+001,6.85E-002,2.59E+001,1.17E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.54E+006,5.87E+002,4.76E-002
382,7.58E-002,1.43E+003,1.59E+002,1.96E+002,2.80E+001,9.48E+001,2.73E+001,5.69E-003,3.01E-003,4.30E+002,1.85E+000,1.09E+000,8.00E-006,6.42E-009,9.18E+000,7.29E-002,2.06E+001,7.34E-002,8.62E+001,2.78E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.83E+006,5.89E+004,5.54E+004
383,5.28E-002,3.15E+003,8.31E+001,4.71E+001,1.60E+002,1.68E+002,5.07E+001,3.80E-003,6.19E-003,9.60E+002,5.24E-001,9.69E-001,5.46E-006,6.26E-009,8.58E-002,1.01E-001,2.51E+001,5.80E-002,5.10E+001,7.45E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.15E+006,3.85E+004,3.91E+004
384,1.15E-001,9.86E+003,9.85E+001,1.84E+002,1.20E+002,1.05E+002,1.23E+001,1.93E-003,2.81E-003,7.19E+001,1.01E+000,1.41E+000,1.00E-007,3.10E-009,3.39E+000,1.03E-001,4.22E+001,1.43E-002,3.93E+001,3.29E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.90E+006,7.61E+004,8.78E+004
385,1.26E-001,5.49E+003,7.94E+001,1.81E+001,1.67E+002,2.09E+001,1.24E+002,3.56E-003,2.50E-003,4.36E+001,1.44E+000,9.70E-001,3.60E-008,6.81E-009,5.08E+000,7.23E-002,1.09E+001,9.10E-002,5.92E+001,7.47E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.04E+007,5.61E+001,2.22E+001
386,6.09E-002,3.64E+003,4.11E+001,4.38E+001,1.69E+002,1.12E+002,4.59E+001,2.09E-003,5.46E-003,5.28E+002,1.60E+000,8.68E-001,7.62E-006,5.77E-009,9.11E+000,7.05E-002,7.86E+001,9.56E-002,7.41E+001,3.06E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.23E+007,6.20E+004,6.44E+004
387,1.50E-001,9.14E+003,1.21E+002,1.33E+002,1.90E+001,1.34E+002,9.14E+001,3.53E-003,4.88E-003,3.64E+002,1.67E+000,1.49E+000,5.41E-006,6.05E-009,3.13E+001,8.88E-002,4.71E+001,1.11E-001,4.61E+001,2.79E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.40E+006,2.85E+005,2.48E+005
388,1.62E-001,1.15E+004,6.18E+001,1.81E+002,1.32E+002,1.94E+002,5.23E+001,2.22E-003,3.62E-003,2.91E+002,4.15E-001,1.74E+000,2.06E-006,1.33E-009,1.77E+001,1.29E-001,5.25E+001,8.41E-002,3.15E+001,6.86E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.56E+006,1.46E+005,1.42E+005
389,1.66E-001,8.36E+003,1.96E+002,5.19E+001,7.38E+001,1.31E+001,1.76E+002,5.25E-003,2.46E-003,8.19E+002,8.43E-001,3.61E-001,3.71E-007,1.37E-009,3.27E+001,4.16E-002,6.81E+001,4.96E-002,6.58E+000,1.25E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.02E+006,1.57E+004,2.46E+001
390,9.27E-002,1.96E+004,1.28E+002,3.37E+001,8.54E+000,1.45E+002,2.86E+001,5.76E-003,1.93E-004,7.79E+002,3.99E-001,9.35E-001,2.75E-006,3.52E-009,1.71E+001,1.69E-002,1.23E+001,8.75E-003,8.42E+001,8.13E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.43E+006,5.99E+002,1.16E+000
391,1.68E-001,1.59E+004,6.47E+001,7.84E+001,9.66E+001,1.39E+002,1.61E+002,2.27E-003,4.42E-004,9.01E+002,7.90E-001,1.47E+000,4.26E-006,6.08E-009,2.35E+001,1.13E-001,2.50E-001,7.76E-003,7.74E+000,1.44E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.79E+007,4.52E+003,9.93E+001
392,1.32E-001,1.72E+004,1.52E+002,4.67E+001,1.62E+002,3.02E+001,1.32E+002,7.77E-004,4.91E-003,2.04E+001,8.68E-001,1.41E+000,2.71E-006,5.94E-010,2.95E+001,3.83E-002,9.11E+001,1.08E-001,1.98E+001,7.53E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.88E+007,3.59E+001,2.67E+000
393,5.58E-002,1.72E+004,1.26E+002,1.81E+002,4.47E+001,1.15E+002,1.88E+001,4.22E-003,6.37E-003,9.71E+002,1.82E+000,3.10E-001,7.97E-006,1.34E-009,3.32E+001,1.17E-001,7.96E+001,1.17E-002,9.00E+001,3.82E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.28E+006,2.31E+004,1.89E+004
394,5.03E-002,7.17E+003,1.78E+002,1.18E+002,1.97E+002,1.47E+002,8.89E+001,3.70E-003,1.09E-003,6.38E+002,8.40E-001,4.03E-001,7.24E-006,7.57E-009,3.48E+001,3.91E-002,2.48E+001,8.34E-003,8.77E+001,5.96E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.50E+007,2.85E+002,9.52E-001
395,9.84E-003,7.14E+003,1.37E+002,1.60E+002,1.93E+002,1.46E+002,1.74E+002,3.70E-003,1.41E-003,5.74E+001,2.81E-001,1.50E+000,4.46E-006,2.81E-009,1.35E+001,1.23E-001,3.34E+001,8.26E-003,5.00E+001,9.04E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.26E+006,3.60E-001,1.21E-002
396,2.59E-002,1.08E+004,1.23E+002,5.86E+001,1.37E+002,1.64E+002,1.14E+002,3.75E-003,1.61E-003,8.57E+002,2.77E-001,1.42E+000,8.05E-006,2.62E-009,2.18E+001,5.78E-002,5.94E+001,9.05E-002,1.21E+001,4.24E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.73E+007,4.42E+002,1.21E+000
397,1.59E-001,5.77E+003,1.16E+002,1.39E+002,1.10E+002,1.55E+002,5.59E+000,5.79E-003,3.93E-003,3.20E+002,1.29E+000,5.81E-001,6.49E-006,5.87E-009,7.86E-001,4.42E-002,2.11E+001,1.12E-002,4.88E+001,2.69E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.62E+006,2.11E+004,2.14E+004
398,7.37E-003,1.64E+004,7.88E+000,1.69E+002,1.20E+002,1.24E+002,1.04E+002,2.35E-003,4.64E-003,1.02E+001,1.22E+000,1.27E+000,5.53E-006,8.46E-009,2.99E+001,1.28E-001,2.27E+001,1.00E-001,7.21E+001,9.31E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.08E+006,2.58E-001,8.70E-002
399,4.67E-002,4.97E+003,1.10E+002,4.15E+001,1.24E+002,6.34E+001,1.65E+002,5.43E-005,2.69E-003,8.98E+001,7.19E-002,7.51E-001,4.98E-006,5.61E-009,4.53E+000,8.38E-002,8.98E+000,7.26E-002,4.89E+001,8.04E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.25E+006,9.19E+004,1.35E+005
400,1.64E-001,6.55E+003,1.57E+002,1.55E+002,1.26E+002,1.87E+002,2.97E+001,5.75E-003,6.65E-003,8.09E+001,1.72E+000,8.10E-001,7.70E-006,2.29E-009,1.62E+001,3.89E-002,2.63E+001,1.46E-003,7.14E+001,1.14E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.75E+007,5.34E+004,5.85E+000
401,1.50E-001,4.17E+003,4.13E+001,1.58E+002,1.35E+002,8.04E+001,1.08E+002,4.89E-004,2.56E-003,4.86E+001,8.86E-001,9.55E-001,7.71E-006,3.11E-009,1.10E+001,1.12E-001,1.14E+001,1.58E-002,3.57E+001,3.07E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.73E+006,1.02E+004,2.22E+003
402,1.41E-001,1.56E+004,1.54E+002,3.50E+001,2.26E+001,1.24E+002,3.07E+001,5.99E-003,3.76E-003,1.57E+002,1.22E+000,9.66E-002,6.68E-006,4.19E-009,3.42E+001,1.28E-002,7.82E+001,1.15E-001,3.73E+001,1.23E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.93E+007,3.12E+004,1.68E+000
403,6.37E-002,2.53E+003,6.42E+001,1.10E+002,1.92E+002,1.07E+002,8.22E+001,1.42E-003,5.29E-003,2.14E+002,6.23E-001,7.62E-001,3.82E-006,5.20E-009,2.15E+001,3.34E-002,2.56E+001,8.94E-002,8.14E+001,1.38E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.10E+007,1.47E+005,1.46E+005
404,2.05E-002,1.16E+004,6.39E+001,1.41E+002,6.98E+001,1.37E+002,1.21E+001,5.98E-003,2.62E-003,3.98E+002,1.24E-001,5.74E-001,4.55E-006,2.51E-009,2.87E+001,1.15E-001,3.85E+001,1.21E-001,1.96E+001,5.96E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.67E+006,7.70E+003,7.46E+003
405,1.01E-001,1.14E+003,1.39E+002,1.29E+002,1.76E+002,2.87E+001,1.07E+002,3.39E-003,3.72E-004,3.55E+002,1.81E+000,2.12E-001,3.08E-006,6.03E-009,2.85E+001,2.10E-002,4.64E+001,1.19E-001,1.03E+001,1.21E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.57E+006,7.73E+001,3.83E+000
406,1.57E-001,1.48E+004,1.52E+001,1.29E+002,1.88E+002,1.84E+002,9.23E+001,4.49E-003,2.09E-003,8.88E+002,2.74E-001,1.28E+000,9.00E-006,1.34E-009,3.08E+001,1.31E-002,2.89E+001,2.99E-002,5.92E+001,4.12E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.03E+007,9.84E+004,3.89E+004
407,4.12E-002,4.57E+003,5.01E+001,4.09E+001,1.26E+002,7.67E+001,7.72E+001,3.73E-003,6.45E-003,3.63E+002,6.08E-002,1.58E+000,3.48E-006,3.17E-009,1.00E+001,7.94E-002,6.27E+001,5.30E-002,6.41E+001,1.13E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.39E+006,1.57E+005,4.11E+004
408,6.64E-002,1.18E+003,1.59E+002,5.05E+001,1.56E+002,9.60E+001,5.97E+001,3.04E-003,1.10E-003,4.31E+002,7.21E-001,6.55E-001,8.14E-006,5.79E-009,2.83E+001,7.34E-002,2.88E+001,1.12E-001,8.26E+001,6.28E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.47E+006,1.12E+005,7.57E+004
