kinittxn,kpol,ktrans,kfold,kobsminus,kobsplus,RNAthalf,Proteinthalf,EC,gamma_rel
0.556671895055242,224.7524589999462,28.335899311809786,2.1361130587583625,2.4129186473564744e-06,7.404123706745728e-06,4017.9683797867815,137190.903255042,0.452042880296682,1.0843968246031532
0.9305036616044928,100.23903885708539,27.52728261050124,2.247992713912784,1.0219808694302824e-05,1.562421667179012e-05,9898.26826658744,33085.69582644924,0.4890392506063113,1.111471333573289
0.9350453322378227,181.7681251623396,59.00958645691434,0.5711879954403578,2.099571372208625e-06,6.820964914545914e-06,44765.962307644404,249974.70305401547,0.4633802580986787,1.4127215885661277
0.7456219813715876,130.70516013369414,29.653713349155723,2.6319779030166344,9.007065902632176e-06,1.5596487955532725e-05,80664.40471734025,89809.94332598576,0.1688498936132153,1.1637941571365316
0.6405393846584183,141.28375438204307,43.58116182267945,2.9848458236445565,8.343778704775864e-07,1.0365557739799239e-05,33527.67928330651,188755.33271088594,0.7693909578941519,1.769507585917019
0.5850102139260853,182.9330994878824,24.9649978086024,0.6429667207030858,3.936103052250946e-06,7.095310045268099e-06,11233.316176210064,28759.335745479966,0.9211590335735053,1.0846594582060516
0.7779765144962207,82.29696542130311,21.447973389858312,1.596302848174897,1.5385119399132667e-06,1.5252489400133572e-05,38998.86947652404,42009.53716669861,0.613758763421346,1.9662526915197525
0.6096281167796878,65.01925248764495,30.96057147666025,2.4070300373952227,7.087281358092444e-06,1.1468873311310701e-05,19716.303292387245,157370.4521592668,0.07572709023516219,1.1930235970927823
0.9417433770496288,150.5250735245936,37.66339136779526,0.2713842309593304,9.27623716743084e-06,1.4212086905602464e-05,63794.434298940425,52762.40558610889,0.604810344103504,1.1063511442576335
0.24133508022465067,209.92747436376914,37.390654340041905,1.4935920639778129,1.1082807885709069e-05,1.1479324771620473e-05,27491.08825395114,134541.45590451176,0.9889496958737606,1.0073434632063927
0.11669812011187422,92.15569135286619,45.886605256625394,1.1261414240963588,1.0389812102352928e-05,1.515712870317798e-05,40772.123441178745,66835.79218819828,0.23795507535959623,1.1295172217886678
