kinittxn,kpol,ktrans,kfold,kobsminus,kobsplus,RNAthalf,Proteinthalf,EC,gamma_rel
0.14611896367847754,216.46152718074276,55.822203348776831,2.1208098379884968,8.9888193708109409e-08,1.5576477582015609e-05,53525.608635605582,119169.89952604465,0.23274650488879811,3.2324413032636334
0.15500724663327031,214.69626229052653,50.549538073814013,1.9901239430096223,8.2983820637964959e-08,1.5905305127433741e-05,55409.780772961298,128785.38273190291,0.28643070084035122,3.2518620726231378
0.16911859307163646,220.58935749653185,49.539760199522597,1.9290551280207211,7.79892017846207e-08,1.6957158437972191e-05,61190.263208811397,117299.30283988686,0.29008929635631997,3.4314538285549694
0.1747854550759449,214.5027781642207,47.924798803440723,2.0144019311069519,8.6722187735566433e-08,1.635589502339095e-05,56904.686853312582,134318.6249805984,0.25615877360923339,3.3342286806346046
0.15074201796712916,229.38673028851488,51.335785360626119,2.0018672411684295,9.1385299655864262e-08,1.4341883117608916e-05,60393.700505737688,123366.4114359589,0.4534427993203593,3.0754120226649029
0.16990045964753178,221.89705966613693,53.512825354294115,1.8692816469452305,9.1871374289798634e-08,1.4801898668057045e-05,54939.133170220448,121427.64988573488,0.37157393641821845,3.0783670045386544
0.17160280927289073,193.7333659008178,46.803929081636689,1.9490319179482225,7.899643752310207e-08,1.7074149556425135e-05,61555.94080042954,136545.33997857923,0.41579655870536336,3.3386297480814151
0.14799819998794195,201.22514722179386,48.715069159160052,2.0323996800366348,8.0691870478518145e-08,1.7119783874552321e-05,60785.768123125832,138651.38611936595,0.33057676894036575,3.3968544808353314
0.15151833785121438,208.6860597957596,48.463063506243152,2.1325220990012816,9.1850938031007792e-08,1.6174026530456947e-05,55688.086822424048,129230.0338255346,0.29950655091733824,3.2544825446953727
0.17729497030349844,202.87491217389231,50.553124710389099,1.9927442802806912,9.1978609847723164e-08,1.4169227485817621e-05,55922.849755924319,116207.16891502435,0.18858743207857612,3.2088701532954493
0.15808042205363243,232.78112994562389,51.530311303257101,1.9084731080839368,8.0900800897346115e-08,1.6334221251846091e-05,56821.773209159946,132654.69709577906,0.40181367112412875,3.21332733288168
0.16953909095992009,219.45348019711784,53.269221634124932,2.0865205535510936,8.5507196501943859e-08,1.6559765042654012e-05,57710.064151859486,124936.25728747061,0.50804433415705086,3.1568891717720931
0.15756021421726657,202.74235887406238,52.479694044314286,1.91629730120578,8.0974380829681355e-08,1.4593662499398279e-05,52722.499762590131,116443.38894575465,0.40121657594841081,3.0065784650241421
0.17436970170437646,201.13020253390695,46.518814089281946,2.0646907203573632,9.1204784652982555e-08,1.5443813687679929e-05,55101.152842328403,134881.18876536406,0.41091395713011047,3.0984186348471217
0.1467945837210019,197.721575609209,52.901857771855674,1.9366657000482437,7.7581134928352168e-08,1.573551899998204e-05,60337.953412270777,131085.41056885029,0.39808190806976618,3.2406003291512997
0.15585742413167214,206.61207635405913,49.512282802964918,2.0518306359981313,7.7229716538747457e-08,1.570910528630551e-05,54132.44895919117,132760.61817591879,0.45560277787165132,3.0788916721596911
0.14597960861852291,229.38289756813151,53.126876126063365,2.0919157283778893,9.0374503204069015e-08,1.4496553765383539e-05,62652.981603106724,124779.38128256366,0.37145030813201541,3.1918000042763017
0.17632868812597385,206.11080168572579,52.199251963043338,1.8735000305828566,9.0651115021488884e-08,1.5846600750276748e-05,60981.306266872081,117202.42248869338,0.21557461308963546,3.4013023710334811
0.16674421442054416,227.13884449268969,48.410489888087113,2.1119357036144604,8.2639039463513712e-08,1.5945779555774741e-05,58243.505690274877,139960.99595299567,0.33700596135433258,3.2634613790532216
0.15236634408252162,197.91863866348109,47.859139482489056,1.9915337877994113,7.7587786557420879e-08,1.4760509241825138e-05,56248.361300537668,137972.5644339204,0.31205205780615752,3.1658752300579378
0.16614779815867722,229.68822751228214,55.730455463499673,2.1360976849435644,7.8123538724842208e-08,1.6547196716408956e-05,57194.365352453009,130020.01338116555,0.29586818052372532,3.3279096240710291
0.17663154442613149,218.72698630849328,56.283303250281179,1.8201325335044538,7.9237215294319315e-08,1.6251520366280502e-05,55307.62308586196,117526.34714140269,0.19503890901842269,3.3630226131030043
0.15414846227155007,220.34405496510769,54.624812976136774,2.0661013826352881,9.0159361312092207e-08,1.4476921090699308e-05,53342.89526674123,138754.69762201325,0.34049402117196342,3.050219675479743
0.16309707571296975,198.43978358818512,47.910509378646793,1.9843356079740972,9.0209046450691625e-08,1.5279318723833686e-05,54990.121852447286,116313.43114973546,0.1911360401733396,3.2771866596462389
0.17230186504042566,206.09439510842151,53.799071083351031,1.974878546293223,9.277282065724504e-08,1.5603093477902041e-05,55443.553342837702,128914.43000330662,0.18349652786394377,3.31393243594859
0.1482924325930477,210.76526866320177,48.524614907194504,1.8781904031329701,9.1318223883886701e-08,1.5593470602203732e-05,56177.880159411252,138723.44805629441,0.46244144459361897,3.0888133861729181
0.14843033925042307,215.05808554530489,53.006461681389275,1.7640296474974047,8.0349554523938038e-08,1.6134706580478905e-05,57321.189784062146,129758.83977040462,0.38489742885892997,3.2229187204961796
0.15183681351737757,204.16711297862005,54.759731265112364,1.9506918233962569,7.9988438361632778e-08,1.6169791230197511e-05,54565.127028924304,121922.57333843983,0.30889270100828248,3.2382870410290976
0.16590960527025794,199.2795384664696,50.078157621833256,1.769123403829316,9.2823391673309586e-08,1.7014153638281046e-05,63339.227247163028,120215.17399275445,0.37728162754399325,3.37654897786466
0.16999780414536492,205.8787474654988,48.90085405848729,2.1392389545664039,9.1233492958809816e-08,1.6973059241897136e-05,52499.218645368688,115341.56244064763,0.45216554203966047,3.1228382822878404
0.17539068324480878,232.61789393356511,51.727294564003941,1.9245896618569933,7.6415969038657347e-08,1.5893442430966932e-05,54658.037248421082,116191.27108727755,0.39923366942400279,3.1482157703131617
0.16701206828107021,204.11997604133526,55.621228416453675,1.9493590697299881,8.6427894105277709e-08,1.6684111699450153e-05,60696.810940692958,125869.77311241104,0.31499137014562006,3.3718158707121679
0.15574730970112288,219.55007858550437,53.364273203482803,1.7901842747013115,8.1357241063026179e-08,1.630084004725027e-05,57171.841370848953,124813.80856695953,0.49297854064590985,3.1452763705665054
0.16624796548195578,232.01469813274647,49.582476749249942,1.9529546293561895,8.0242467818076343e-08,1.4836699317204723e-05,59774.318723816148,122774.36905192155,0.29181333845044244,3.2501533219231074
