kinittxn,kpol,ktrans,kfold,kobsminus,kobsplus,RNAthalf,Proteinthalf,EC,gamma_rel
0.15076485810496701,228.23539752186556,50.930294276780252,1.7712831144616801,7.9306652825640129e-08,1.4269705469671867e-05,60072.617471115969,138005.57155682408,0.34670927717772199,3.1646734079132184
0.14236613243234797,202.51801113986488,51.314687482456492,2.1339313961626329,8.1469552637898994e-08,1.6346370646352419e-05,58782.30578825486,118974.86117488329,0.31575367649283931,3.321087648921305
0.08577721354044561,197.32029463910283,53.326175464551568,1.9904564830893214,8.0399795493556929e-08,1.5208187483676069e-05,63049.044841078481,133275.86443421856,0.32633294424820136,3.3036568300197802
0.13692157255841764,203.0218373295898,49.495393194303844,1.924602414371027,8.1217431212044819e-08,1.4181199890641911e-05,61696.988286682652,122642.35707075994,0.33782894007418152,3.1905332857301119
0.15266168134261732,200.97354602351106,51.28321721554498,2.0817767225007384,8.684629370682619e-08,1.7005074645074912e-05,60591.016765317749,130904.38946790449,0.34178077853829086,3.3683376338012891
0.22331301698826617,213.22080452656206,55.105124744186796,2.0521314236311676,8.3568986392930684e-08,1.5068126506878709e-05,56908.948068031081,121950.1263292033,0.3418025052860888,3.1693766396233216
0.21370952404779892,198.07293804355686,48.996003285330126,2.0196751150849965,8.7604547707184863e-08,1.5464975482185225e-05,61046.472471936773,129132.74474721801,0.37608220722301899,3.2383944999150338
0.22736889149377171,213.18018374276838,53.646638319778077,1.9124734358543103,8.1154218353645728e-08,1.5927728422097466e-05,63639.790206601792,137075.55971197045,0.34372257363757419,3.3501782663347366
0.14672090686912834,223.4035758937793,53.293161644308888,1.9557529497110762,9.169082893267688e-08,1.6798159550686134e-05,56175.101619013803,138644.61719836606,0.31958217547592616,3.2894719158071539
0.10274216292669355,208.19743506389827,50.839277657279368,1.9265207760746244,9.0793051680257226e-08,1.417087395308064e-05,62321.131611247038,138919.47304012018,0.36304865007172948,3.1669789177982532
0.1779982796504268,203.84959486635304,54.881909320325548,2.1046767664298338,7.634648217060689e-08,1.4787840428183197e-05,63698.354436250731,134285.55563400904,0.37462163353921396,3.2470337570552519
0.17893919230049932,209.00546315355837,53.684396042602188,1.8638949507585219,9.0797976838872747e-08,1.5882192058915363e-05,60976.018998237225,135059.33095376033,0.35182955660181287,3.2835985510803551
0.20571266299199423,204.44125243297208,55.163670782805738,2.1038483324698545,9.3078809845876884e-08,1.6276630778870168e-05,55398.541483051325,124259.3490056147,0.31722388236951726,3.2395300375748759
0.1021863440187975,208.18028684224095,49.646998097840282,2.0309294236518172,8.1365607603150515e-08,1.671233240302179e-05,62584.767713529574,139800.95854751742,0.3781560385870753,3.3587782789264926
0.2318841810396155,217.91278489380926,55.077577272881214,2.0910388142078227,8.2895267502772742e-08,1.4998855955872386e-05,61991.730749102382,134670.80950411849,0.31742687765325528,3.2747331157167547
0.17665784580253918,215.68278362722504,53.815927281642161,2.1194261347466123,8.4356860370403895e-08,1.717121096578078e-05,58413.984768520517,138906.47571211218,0.35110768485730492,3.3370433681389842
0.20562739830786858,204.98421397746606,50.413489046989397,1.9990868666297372,8.1745611833912448e-08,1.7045176694694619e-05,57385.741878927423,128069.68817742882,0.3555584164280553,3.3096268892021579
0.1733706106761167,210.84339599834414,46.158044762529357,1.777829807138926,7.8380551524099616e-08,1.5652041588470354e-05,57524.260498235468,130145.63805311435,0.35651880036521705,3.2177781013165943
0.21509181810696365,223.18791915232146,50.185122255156159,2.0811782776382315,8.9758106931123774e-08,1.7151735295133566e-05,59448.273323696347,117018.66383688802,0.36410181012402815,3.3362068485686454
0.23693397530668431,207.8276251476029,52.738486430405423,1.9653662954739239,7.6415462067312181e-08,1.5622997779208279e-05,60291.870758661898,126918.29821099633,0.3680085126467188,3.2578083684404153
0.20295477233116849,223.36302613572857,52.666076928194371,1.8485341281119765,7.9395665500226829e-08,1.4852814715065469e-05,57862.034407114792,119242.20236115674,0.32161933636057655,3.1924234007205383
0.081110709110976176,197.52934374851296,50.548045848195727,2.1050336648960166,8.3340400458240575e-08,1.643311576692827e-05,55278.740415081586,128705.31257551415,0.36318114852762257,3.2203432202593953
0.081127833003661207,207.92675249175201,49.695922362909627,2.0269302827050084,8.8067803731326809e-08,1.6395082203558557e-05,52821.403508428702,130428.282688315,0.34707753843382427,3.1782906947784739
0.24203443317336631,230.13158775168046,46.794026011741721,1.832422876408242,8.1047314960271378e-08,1.699347932485999e-05,52960.653790289878,120460.19789051375,0.32981615391927233,3.2444430616547431
0.14409528237099953,213.74886484466168,47.560447168109768,1.7752391794478453,9.0307396257016474e-08,1.4839978648411482e-05,55286.46553941087,138176.84474228017,0.37986994876582691,3.082696764429341
